code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_disponible
78643;3542;9701;28650
78644;2112;5791;19070
78646;35924;84251;32780
78647;340;841;29510
78043;1591;4098;37180
78048;535;1471;30910
78049;655;1711;32180
78050;255;689;37920
78053;181;491;31690
78057;706;1822;24970
78062;3073;7838;29300
78068;323;821;26390
78070;125;297;27610
78071;229;645;26280
78072;115;270;31640
78073;6451;15468;27030
78076;117;276;27450
78077;302;761;26480
78082;231;617;25800
78084;234;598;31120
78087;785;2008;29880
78089;1991;4718;20770
78090;876;2181;27550
78092;3876;9398;31170
78096;216;515;31450
78104;277;742;27900
78107;787;1946;26740
78108;405;1091;31080
78113;253;690;29580
78117;2488;6154;34580
78118;1133;3116;23710
78120;692;1779;32670
78123;7496;19281;21900
78124;5661;14592;31610
78125;316;851;35070
78126;8330;21556;28840
78128;630;1596;33660
78133;2274;5774;31910
78138;3463;10247;19240
78140;469;1316;31530
78143;560;1546;36850
78146;12688;30543;32380
78147;169;444;27330
78152;683;1911;40000
78158;14024;30709;32740
78160;2362;5500;31910
78162;209;549;34420
78163;139;367;28470
78164;303;749;33520
78165;7178;17895;25560
78168;1462;3980;23750
78171;470;1243;29010
78172;14548;36572;26620
78185;162;385;30910
78188;150;407;25930
78189;655;1798;36920
78190;4446;10905;37620
78192;512;1421;24850
78193;426;1024;34420
78194;87;212;30400
78196;114;297;37910
78202;211;548;25250
78206;1645;4208;26180
78208;10500;26112;25820
78209;332;879;29510
78217;2543;6528;26100
78220;2740;6990;28950
78224;1925;5154;40020
78227;320;777;29680
78230;238;590;27860
78231;69;162;29090
78233;1110;3264;41260
78234;66;159;25730
78236;225;565;30710
78237;56;150;26280
78238;992;2392;25560
78239;885;2071;24850
78242;5995;13637;25850
78245;166;439;31190
78246;376;921;28450
78255;1667;4392;22580
78261;265;687;27410
78262;466;1273;30020
78263;957;2549;32310
78264;NULL;NULL;NULL
78265;967;2459;30330
78267;3103;7818;24210
78269;456;1192;32350
78276;256;588;24300
78278;202;558;31030
78281;249;643;29020
78283;112;288;27920
78285;217;557;30900
78289;362;969;35680
78290;415;1020;26200
78291;833;1990;26810
78296;249;627;27220
78297;11415;29057;24290
78299;1067;2516;25290
78300;166;450;29960
78302;74;163;35240
78305;107;263;35080
78307;397;1021;30160
78310;1687;3424;23910
78311;14155;34600;29660
78314;1558;4449;24400
78317;279;774;29670
78320;261;680;24930
78321;2216;5899;32610
78322;2721;6772;35220
78324;218;548;26970
78325;248;658;28400
78327;1564;3945;25250
78329;292;799;27570
78334;642;1667;34090
78335;6328;17639;19770
78337;796;1986;25000
78343;579;1676;40080
78344;243;683;26240
78346;573;1476;26970
78349;191;484;34060
78350;3068;7712;35270
78354;2145;5742;24070
78356;3479;9382;27870
78358;10415;24265;35870
78361;15913;41741;17180
78362;8095;21036;19770
78364;312;813;32200
78366;155;428;33660
78367;1450;4145;38260
78368;649;1729;33130
78372;7316;17116;30900
78380;2414;6046;29140
78381;382;1023;28950
78382;1672;4429;28680
78383;8063;19294;26540
78384;516;1411;36430
78385;76;205;28590
78389;670;1825;33150
78391;156;336;24870
78396;2353;6173;34820
78397;2751;6993;32450
78398;344;872;34440
78401;3860;8888;21080
78402;1475;3915;26560
78403;828;2116;28150
78404;97;261;29670
78406;89;226;50140
78407;252;667;28060
78410;389;913;26990
77250;63;166;24320
77251;4816;13052;23590
77252;190;598;26820
77253;118;337;27550
77254;484;1305;29080
77255;919;2143;27090
77256;71;181;23040
77257;1472;3550;18560
77258;5324;13729;21960
77259;861;2109;24890
77260;725;1823;19600
77261;562;1299;22450
77262;209;498;22730
77263;85;225;21890
77264;572;1537;26480
77265;417;1049;23850
77266;294;767;27010
77267;157;361;25100
77268;3055;8641;28440
77269;718;1758;28000
77270;344;936;26820
77271;54;132;23330
77272;320;880;23890
77273;194;570;26550
77274;179;466;25010
77275;52;136;23890
77276;1040;2849;25610
77277;644;1872;26040
77278;149;427;23790
77279;675;1799;23890
77280;433;1071;25030
77281;195;489;26340
77282;126;329;23420
77283;323;859;24060
77284;22143;52794;19590
77285;7577;19732;18940
77286;95;239;26580
77287;195;497;21440
77288;16138;35827;19000
77289;149;356;23910
77290;271;674;23830
77291;327;860;23600
77292;439;1119;28970
77293;401;926;24000
77294;7300;20612;22260
77295;514;1324;28610
77296;6279;17218;22210
77297;142;346;25220
77298;188;464;24620
77300;244;601;27350
77301;133;330;22430
77302;811;2019;26400
77303;98;243;23250
77304;NULL;NULL;NULL
77305;7494;19102;16080
77306;190;506;29620
77307;5760;13533;26070
77308;274;737;27340
77309;620;1706;25700
77310;125;320;24770
77311;538;1424;24960
77312;1220;2825;27930
77313;97;224;26100
77314;94;248;22760
77315;1460;3771;27790
77316;5571;12775;25920
77317;1884;4900;22500
77318;547;1393;26890
77319;60;146;22410
77320;2254;5964;24270
77321;286;715;22020
77322;1197;3177;26940
77323;544;1440;25910
77325;161;361;22400
77326;2311;6473;23650
77327;3469;8835;19390
77328;190;443;26680
77329;232;507;26790
77330;2617;6713;24730
77331;179;413;21660
77332;101;271;26620
77333;5508;12665;18950
77335;907;2680;25450
77336;401;1086;27490
77337;5831;14927;20760
77338;224;600;24170
77339;767;1865;32610
77340;250;593;25730
77341;162;379;23570
77342;49;110;21010
77343;132;338;24780
77344;797;2460;25940
77345;257;655;23800
77347;340;775;23070
77348;101;258;27810
77349;2471;6662;26540
77350;7752;19424;26770
77352;692;1942;27340
77353;201;457;25220
77354;348;950;25740
77355;78;177;24750
77356;NULL;NULL;NULL
77357;310;841;24940
77358;423;1154;25920
77359;823;2024;28430
77360;143;426;25620
77361;173;463;24450
77363;619;1555;27200
77364;89;268;26470
77365;213;611;26880
77366;98;280;26380
77367;102;269;24230
77368;188;512;22090
77369;275;741;26810
77370;371;860;25190
77371;1166;3068;24830
77372;1762;4228;26100
77373;13783;35468;24550
77374;849;2058;27900
77376;276;761;27150
77377;815;2182;27770
77378;1436;3466;25090
77379;5312;11425;18760
77380;116;310;24270
77381;236;671;25600
77382;2080;5472;26660
77383;308;844;25660
77384;538;1356;24830
77385;928;2277;21170
77386;289;696;30450
77387;178;453;24120
77388;312;808;25160
77389;1559;3473;26970
77390;7611;20997;23790
77391;191;477;22970
77392;314;992;26030
77393;1117;2798;25060
77394;1063;3056;24710
77395;56;121;23900
77396;42;105;23650
77397;759;1860;22120
77398;307;724;22620
77400;705;1824;26470
77401;282;741;25180
77402;138;343;22030
77403;319;799;25020
78413;151;409;26210
78415;212;531;33240
78416;119;308;30250
78417;114;280;29740
78418;5885;15390;32120
78420;1107;2523;34080
78423;13506;32534;30040
78431;1095;3189;35290
78437;264;684;26520
78439;NULL;NULL;NULL
78440;10842;32211;17960
78442;1460;3402;31900
78443;339;890;32550
78444;313;858;27210
78451;431;1118;26670
78455;3157;7949;36680
78460;456;1093;29100
78464;349;955;30160
79243;126;281;19950
79244;147;366;20840
79246;258;623;20760
79249;901;2199;26240
79250;161;411;21010
79251;321;772;20750
79252;156;356;22370
79253;306;728;19020
79254;167;384;21910
79255;162;376;18370
79256;111;238;19250
79257;695;1477;21200
79258;200;451;22090
79259;603;1376;22920
79263;252;598;20960
79265;507;1283;21710
79267;149;323;19870
79268;481;945;20780
79269;167;424;21340
79270;2867;5906;19150
79271;133;293;21970
79273;320;796;23460
79274;125;302;21040
79276;438;1117;22440
79277;407;1012;20750
79278;113;258;18590
79280;373;880;19610
79281;548;1332;25020
79283;528;1393;23460
79284;323;818;22820
79285;758;1853;20590
79286;205;455;19590
79289;578;1401;22090
79290;385;968;22760
79293;429;1094;24160
79294;67;169;21460
79295;297;734;22950
79297;162;347;19420
79298;828;2032;25300
79299;1068;2295;20520
79300;629;1413;22140
79301;262;609;22630
79302;586;1395;22020
79303;138;334;20900
79304;322;755;24980
79306;73;176;21020
79307;764;1468;19260
79308;259;661;25690
79309;165;354;21640
79310;219;502;21360
79311;820;1724;19460
79312;51;109;20670
79313;245;609;21140
79316;182;441;21490
79319;358;925;22670
79320;260;656;21880
79322;857;1958;21790
79326;610;1347;18590
79329;6796;13500;19850
79331;56;127;19490
79332;51;117;18860
79334;451;1112;22260
79335;324;826;25510
79336;115;235;20020
79337;385;861;22840
79338;90;217;20050
79339;751;1625;19300
79340;141;338;18340
79341;50;119;18400
79342;285;599;19680
79343;85;203;20990
79345;399;916;21560
79346;52;118;22220
79347;471;1090;21080
79348;81;171;20840
79349;74;140;18310
79350;57;130;21520
79351;691;1745;23120
79352;72;157;20100
79354;156;374;19650
79355;1469;3615;26070
79357;99;235;21820
80001;10824;21431;18590
80002;112;269;19730
80003;210;539;21270
80004;205;483;20410
80005;NULL;NULL;NULL
80006;82;225;21950
80008;335;896;20500
80009;410;1026;22850
80010;1191;2756;23130
80011;1282;2996;21760
80013;931;2163;18870
80014;NULL;NULL;NULL
80015;NULL;NULL;NULL
80016;4395;8905;19430
80017;179;426;21240
80018;108;254;20950
80019;344;816;21730
80020;300;753;27100
80021;55021;110849;19270
80022;103;234;21830
80023;106;270;22340
80024;220;541;26250
80025;107;229;21320
80026;NULL;NULL;NULL
80027;NULL;NULL;NULL
80028;65;148;20470
80029;363;824;20090
80030;73;214;17420
80031;317;789;21180
80032;53;144;19460
80033;123;307;19630
80034;225;527;21910
80035;NULL;NULL;NULL
80036;217;500;23840
80037;54;152;20500
80038;50;124;24720
80039;784;1384;20150
80040;78;162;21880
80041;51;142;20970
80042;48;115;18210
80043;96;226;20660
80044;159;368;22150
80045;67;154;20470
80046;NULL;NULL;NULL
80047;230;526;22360
80048;NULL;NULL;NULL
80049;66;169;24830
80050;187;437;28420
80051;104;268;20830
78650;6657;16454;41900
78653;132;354;32020
78655;284;716;34730
78668;234;640;25830
78672;2325;6042;37150
78674;4519;12091;28350
78677;204;548;29790
78681;297;807;30170
78683;1248;3294;31030
78686;6847;16553;35280
78688;4364;11498;34770
79001;454;926;18060
79002;133;308;21680
79003;2359;5504;24900
79005;1532;3169;20650
79007;260;622;20440
79008;341;804;18650
79009;178;448;22410
79010;310;618;21000
79012;540;1273;22300
79013;1362;3127;19440
79014;1166;2636;19300
79015;92;186;17930
79016;345;769;20080
79018;82;165;19450
79019;78;183;19300
79020;379;894;22030
79022;89;186;20620
79023;NULL;NULL;NULL
79024;779;1954;23100
79025;467;1121;20810
79029;279;665;20750
79030;386;956;22410
79031;806;1774;22450
79032;228;601;21000
79034;756;1889;28580
79038;479;1180;20340
79040;108;250;21340
79042;88;189;22700
79046;223;583;23060
79047;201;438;20590
79048;2601;5989;24500
79049;8547;19663;20800
79050;263;629;21120
79055;NULL;NULL;NULL
79056;335;791;20730
79057;666;1373;19690
79058;300;767;22430
79059;320;717;19430
79060;80;179;21250
79061;1688;3810;22140
79062;2040;4665;19600
79063;843;1990;19380
79064;336;801;20790
79066;729;1612;21660
79069;404;1002;21080
79070;160;423;21770
79071;198;476;23650
79074;81;182;18710
79076;841;1950;20720
79077;328;738;19750
79078;426;978;20750
79079;3403;8520;21000
79080;1193;2541;21170
79081;3131;7231;25450
79083;1227;2397;19000
79084;204;447;18530
79085;66;143;23760
79086;705;1847;24660
79087;254;568;18530
79088;704;1686;20580
79089;87;170;20400
79090;338;715;21080
79091;392;1005;20850
79092;145;345;19470
79094;389;906;19430
79095;261;551;19330
79096;489;1268;20810
79100;1055;2386;24530
79101;1005;2227;21560
79102;182;453;19980
79103;1016;2365;20170
79104;217;567;23590
79105;190;447;18680
79106;196;372;18360
79108;100;221;22330
79109;1605;3675;25420
79111;129;267;19960
79112;356;868;24380
79114;696;1626;20980
79115;248;540;20270
79116;426;970;20070
79117;243;633;22430
79118;120;300;20300
79119;303;632;20920
79120;343;781;19810
79121;152;353;21780
79122;248;535;20220
79123;986;2304;20610
79124;59;132;17200
79125;748;1882;24110
79126;196;440;22110
79127;346;848;22560
79128;395;1022;26820
79129;668;1739;26090
79130;1297;2982;24530
79131;153;325;19140
79132;132;304;18750
79133;469;1204;23880
79134;238;557;21440
79135;410;895;21300
79136;396;879;19720
79137;385;933;24620
79139;NULL;NULL;NULL
79140;399;832;19520
79141;91;212;20250
79142;NULL;NULL;NULL
79144;149;392;22620
79145;156;372;18990
79147;335;727;19540
79148;912;1876;19510
79149;65;161;19710
79150;374;793;19760
79152;152;316;18680
79153;71;153;17740
79154;172;368;16990
79156;325;701;20110
79157;522;1310;21340
79158;60;133;22800
79159;202;546;20470
79160;76;168;23940
79161;261;646;22360
79162;1320;2789;25770
79163;257;559;18530
79164;106;247;19430
79165;58;116;20270
79166;367;887;21490
79167;121;233;20850
79170;1324;2846;21660
79172;507;1084;20770
79174;2764;5612;21270
79175;225;504;18490
79176;394;783;19160
79177;93;203;20320
79179;2242;5144;20530
79180;133;280;19920
79183;156;369;20590
80052;82;214;22390
80053;NULL;NULL;NULL
80054;119;241;21160
80055;68;170;19390
80056;NULL;NULL;NULL
80057;NULL;NULL;NULL
80058;135;330;22370
80059;NULL;NULL;NULL
80060;48;113;18770
80061;81;191;19110
80062;584;1342;18460
80063;408;930;21070
80064;62;174;27050
80065;NULL;NULL;NULL
80066;107;263;24130
80067;69;186;22050
80068;83;215;20750
80069;92;198;22790
80070;532;1260;20970
80071;822;1851;19870
80073;63;157;21790
80074;53;125;19480
80076;213;504;22310
80077;132;293;22990
80078;199;491;26460
80079;131;303;22870
80080;64;154;23620
80081;NULL;NULL;NULL
80082;287;692;24260
80083;60;135;23580
80084;88;207;20850
80085;NULL;NULL;NULL
80086;422;970;20090
80087;104;239;21000
80088;136;362;21840
80089;107;270;22870
80090;63;155;21680
80092;315;772;26250
80093;456;1023;20040
80094;188;458;25410
80095;83;198;21200
80096;395;880;20000
80097;50;122;21340
80098;43;101;23250
80099;89;219;22240
80100;224;592;21100
80101;345;861;20850
80102;175;398;21880
80103;NULL;NULL;NULL
80104;56;113;23300
80105;71;177;22720
80106;74;171;24310
80107;241;630;26820
80108;NULL;NULL;NULL
80109;162;323;19240
80110;215;471;22020
80112;106;241;22520
80113;126;303;22590
80114;143;328;25630
80115;124;284;20650
80116;107;283;21510
80117;60;146;22340
80118;50;105;19510
80119;181;415;22760
80120;213;507;22240
80121;58;138;22260
80122;196;450;20680
80123;149;363;23810
80124;327;768;20980
80125;NULL;NULL;NULL
80126;409;876;21690
80127;327;782;20690
80128;62;154;23340
80129;213;496;21360
80130;179;431;26840
80131;1440;3259;24130
80132;85;218;24970
80133;98;219;22950
80134;NULL;NULL;NULL
80135;97;235;19880
80136;542;1142;20360
80137;251;702;21190
80138;46;118;20710
80139;NULL;NULL;NULL
80140;38;105;22150
80141;146;332;20780
80142;117;325;24340
80143;NULL;NULL;NULL
80144;232;495;22270
80145;54;143;21880
80146;83;197;22370
80147;137;336;23640
80148;177;395;20860
80149;209;523;25210
80150;91;223;19040
80151;128;298;23530
80152;56;149;20000
80153;55;128;19450
80154;96;209;21360
80155;112;293;22650
80156;145;383;28490
80157;NULL;NULL;NULL
80158;NULL;NULL;NULL
80159;111;280;27300
80160;467;1087;27200
80161;87;211;21640
80162;285;678;21450
80163;319;750;21860
80164;1892;4283;24090
80165;78;185;23620
80166;252;648;21880
80167;136;356;22010
80168;399;995;21030
80169;NULL;NULL;NULL
80170;50;122;23390
80171;248;553;25390
80172;251;545;21780
80173;209;515;26750
80174;NULL;NULL;NULL
80176;107;257;22990
80177;287;738;21090
80179;90;209;21120
80180;NULL;NULL;NULL
80181;41;132;22330
80182;1251;2320;19490
80183;109;274;20410
80184;218;504;20330
80185;109;260;22300
80186;868;2036;19010
80187;276;666;23420
80188;233;558;23610
80189;NULL;NULL;NULL
80190;498;1185;19740
80191;78;186;23720
80192;77;185;22690
80193;54;142;21570
80194;59;146;18870
80195;71;150;20830
80196;103;238;19060
80197;NULL;NULL;NULL
80198;147;363;25610
80199;230;558;21320
80200;83;212;22030
80201;NULL;NULL;NULL
80202;140;384;24290
80203;NULL;NULL;NULL
80204;341;775;19530
80205;378;871;20960
80520;71;185;19320
80521;93;210;21470
80522;43;106;22540
80523;537;1232;23250
80524;223;562;20200
80525;71;181;21610
80526;56;139;22160
77404;709;1823;22530
77405;774;1973;24420
77406;368;995;26260
77407;6051;14296;24780
77408;185;487;26700
77409;1040;2827;22760
77410;245;680;28160
77411;193;526;25140
77412;141;348;26330
77413;1477;3900;27020
77414;194;481;23850
77415;468;1204;25630
77416;99;278;26750
77417;100;254;24700
77418;368;873;24120
77419;1393;3235;23860
77420;1385;3753;26380
77421;106;279;24690
77423;268;685;22910
77424;107;264;22400
77425;305;735;32060
77426;149;360;28440
77427;206;626;28000
77428;310;824;26370
77429;200;535;24240
77430;2088;6281;26270
77431;2256;5374;24080
77432;398;993;24490
77433;790;2102;26340
77434;176;365;24840
77435;452;1150;31930
77436;356;881;24380
77437;1326;3445;24240
77438;2338;6243;26570
77439;395;1102;23530
77440;411;1078;25460
77441;895;2110;31510
77442;1035;2456;28500
80206;44;112;22560
80207;143;320;22560
80208;82;221;19990
80210;58;155;24610
80211;685;1636;21200
80212;2580;5626;21120
80213;170;432;26420
80214;128;325;19900
80215;86;228;20080
80216;63;146;23100
80217;NULL;NULL;NULL
80218;58;148;22760
80219;NULL;NULL;NULL
80220;44;101;20940
80221;117;303;20490
80222;573;1277;19720
80223;45;110;22760
80224;53;138;21440
80225;77;192;30230
80226;113;267;18810
80227;176;422;22490
80228;1000;1962;20490
80229;162;391;23210
80230;113;286;21870
80231;63;166;22200
80232;96;218;22900
80233;63;159;23560
80234;334;738;24000
80235;543;1210;18620
80236;214;513;20330
80237;201;511;24480
80238;209;494;24880
80239;NULL;NULL;NULL
80240;637;1459;22340
80241;421;1005;20650
80242;163;398;24530
80243;NULL;NULL;NULL
80244;81;181;19960
80245;121;274;19850
80246;148;359;24720
80247;267;703;19090
80248;195;407;19190
80249;120;301;19880
80250;127;338;22120
80251;117;330;20780
80252;100;212;20160
80253;2498;5062;17840
80256;687;1558;23220
80258;NULL;NULL;NULL
80259;NULL;NULL;NULL
80260;368;881;28420
80261;489;1120;32840
80262;159;390;22260
80263;NULL;NULL;NULL
80264;NULL;NULL;NULL
80265;245;578;20110
80266;114;270;20490
80267;104;249;22630
80268;232;529;24910
80269;46;118;19250
80270;NULL;NULL;NULL
80271;433;1059;19060
80272;51;134;21770
80273;140;355;23680
80274;787;1703;19110
80275;126;292;21640
80276;116;295;24540
80278;75;196;20730
80279;280;692;20450
80280;55;129;20740
80281;62;153;22460
80282;197;489;22150
80283;65;162;21470
80284;313;769;20830
80285;103;279;24600
80287;91;208;20330
80288;140;362;20910
80290;156;384;20220
80291;116;280;27040
80292;55;131;22740
80293;156;361;24130
80294;65;179;20450
80295;245;588;20730
80296;493;1140;18800
80297;NULL;NULL;NULL
80298;207;500;21510
80299;90;216;21330
80300;66;170;21960
80301;103;276;21410
80302;74;173;23580
80303;188;432;22510
80304;NULL;NULL;NULL
80305;201;472;28370
80306;60;128;21900
80307;63;152;19570
80308;1116;2469;19780
80310;257;629;20510
80311;58;142;21180
80312;111;264;19590
80313;124;293;21040
80314;79;183;21400
80315;187;503;26420
80316;793;1922;23440
80317;90;223;20600
80318;1325;2951;18480
80319;133;321;25600
80320;60;144;21720
80321;56;153;24400
80322;64;173;19810
80324;65;160;21910
80325;NULL;NULL;NULL
80326;48;107;21080
80327;63;161;22030
79184;744;1525;20060
79185;1895;4800;23710
79189;719;1746;22130
79190;204;464;19880
79191;29339;57223;22620
79195;2203;5322;19860
79196;1027;2254;20890
79197;NULL;NULL;NULL
79198;112;265;18070
79200;120;263;20770
79201;743;1644;20650
79202;4952;9372;19760
79203;167;362;19760
79204;440;1002;21790
79205;NULL;NULL;NULL
79207;250;646;20930
79208;447;1052;20290
79209;125;336;19880
79210;463;1058;21180
79212;97;208;18660
79213;918;2077;22200
79215;155;360;19150
79216;897;2144;23890
79217;391;954;21850
79218;90;183;20550
79220;241;601;21460
79223;NULL;NULL;NULL
79225;159;334;18740
79226;132;284;20750
79229;196;482;24720
79230;355;785;19690
79231;275;730;23550
79235;567;1424;20780
79236;269;665;20570
79238;234;560;20450
79239;785;1727;20670
79241;230;565;22980
79242;447;1092;20720
80834;209;473;21460
80835;115;272;27710
80836;94;243;24390
81001;97;238;26850
81002;1128;2545;20800
81003;443;938;19410
81004;23553;45736;21080
81005;262;523;19710
81006;87;220;23980
81007;NULL;NULL;NULL
81008;137;310;20840
81009;NULL;NULL;NULL
81010;215;460;19510
81011;400;1080;23330
81012;48;117;17870
81013;153;373;19290
81014;236;456;19500
81015;NULL;NULL;NULL
81016;113;190;17130
81017;57;128;19010
81018;1135;2527;22890
81019;59;148;18330
81020;118;281;21310
81021;2646;5736;18230
81022;79;213;28640
81023;89;220;17740
81024;138;353;20800
81025;89;242;27060
81026;293;688;21310
81027;63;150;19990
81028;61;124;17100
81029;79;184;22120
81030;45;112;23020
81031;376;886;21500
81032;412;1000;20670
81033;1461;2937;18980
81034;193;391;17400
81035;86;216;19320
81036;523;1235;21370
81037;636;1258;20210
81038;960;2390;23130
81039;846;1964;20310
81040;181;453;19710
81041;50;105;24800
81042;911;2114;22050
81043;294;719;21380
81044;106;305;21790
81045;178;370;17120
81046;600;1473;22710
81047;92;206;18940
81048;1115;2393;20830
81049;86;197;20910
81050;127;347;23160
81051;545;1161;19910
81052;856;2156;24890
81053;166;346;19280
81054;393;966;22510
81055;165;340;19290
81056;61;154;20570
81058;95;246;23080
81059;285;660;23470
81060;4901;9501;18900
81061;89;203;24780
81062;492;973;19110
81063;645;1534;24360
81064;473;1081;20520
81065;19308;40279;20370
81066;134;297;21140
81067;219;472;21510
81068;68;174;22770
81069;469;814;19010
81070;1169;2989;23020
81071;NULL;NULL;NULL
81072;NULL;NULL;NULL
81073;83;172;22250
81074;672;1639;23360
81075;192;471;21360
81076;274;713;22020
81077;203;381;17980
81078;444;1052;20390
81079;330;826;22120
81080;NULL;NULL;NULL
81081;570;1234;20220
81082;47;100;16410
81083;119;256;18800
81084;278;637;21040
81085;NULL;NULL;NULL
81086;68;133;15890
81087;133;319;22310
81088;220;543;22280
81089;67;145;19440
81090;98;240;22050
81092;397;961;23330
81093;286;677;23950
81094;NULL;NULL;NULL
81095;NULL;NULL;NULL
81096;187;415;20710
81097;559;1396;24560
81098;264;715;23680
81099;7254;15194;20060
81100;161;378;22480
81101;550;1304;21330
81102;127;328;26680
81103;61;127;20270
81104;623;1590;24510
81105;5684;12455;18290
81106;250;623;24410
81108;74;160;20050
81109;184;406;21240
81110;NULL;NULL;NULL
81111;NULL;NULL;NULL
81112;430;1000;22970
81114;219;512;22680
80527;121;288;22260
80528;NULL;NULL;NULL
80529;66;173;19730
80530;236;585;22610
80531;46;106;19260
80533;1460;2603;19320
80535;67;153;21950
80536;127;279;20830
80537;NULL;NULL;NULL
80538;57;120;23970
80540;99;239;21620
80541;75;212;21030
80542;236;565;21240
80543;42;128;23670
80544;82;199;17410
80545;209;514;24550
80546;247;601;22570
80547;82;200;23440
80548;141;336;21270
80549;278;655;20420
80550;56;138;24420
80552;523;1126;20180
80553;140;330;26460
80554;368;868;21150
80555;272;623;22100
80556;246;574;21490
80557;242;612;21130
80558;83;211;21620
80559;67;160;24040
80560;85;216;23070
80561;2735;5817;19000
80562;77;201;28100
80563;NULL;NULL;NULL
80565;NULL;NULL;NULL
80566;137;304;23280
80568;134;354;21040
80569;133;342;20450
80570;1756;3853;20610
80571;205;467;21510
80572;167;385;22150
80573;159;384;21480
80574;NULL;NULL;NULL
80575;NULL;NULL;NULL
80576;120;297;21260
80577;63;165;24610
80578;274;712;22770
80579;347;790;20700
80580;128;264;20810
80582;410;997;23560
80583;112;267;25150
80584;423;1041;24930
80585;1009;2250;18500
80586;72;155;19630
80587;NULL;NULL;NULL
80588;151;365;22260
80589;42;102;20950
80590;132;342;23780
80591;62;128;19320
80592;215;495;18940
80593;126;272;22210
80595;119;272;23380
80596;83;205;20810
80597;341;846;21600
80598;533;1242;20210
80599;98;228;18360
80600;307;652;20030
80601;174;389;19110
80602;43;112;23800
80603;131;323;20530
80604;NULL;NULL;NULL
80605;87;195;21760
80606;463;1025;19860
80607;88;205;23850
80609;161;425;19570
80611;366;878;22900
80613;296;607;21600
80614;117;276;19390
80615;175;422;23330
80616;73;196;20690
80617;91;238;24680
80618;458;1024;21160
80619;279;666;22020
80620;3502;7140;18240
80621;284;690;20980
80622;518;1131;21200
80623;147;360;20920
80624;103;258;27990
80625;597;1435;21650
80626;115;273;24350
80627;370;870;27430
80628;281;753;21750
80629;48;129;19690
80630;1040;2204;20200
80631;52;119;19460
80632;1050;2336;25600
80633;255;564;21670
80634;340;838;25290
80635;572;1431;18420
80637;107;253;22840
80638;44;112;21000
80639;521;1302;23740
80640;102;252;21240
80642;117;275;21170
80643;216;544;27310
80644;292;746;21070
80645;214;542;22440
80646;NULL;NULL;NULL
80647;102;263;19800
80648;43;119;18230
80649;627;1349;21160
80650;253;591;25560
80651;114;245;20030
80652;291;748;22000
80654;235;543;21680
80655;180;416;21910
80656;467;1114;23000
80657;125;320;22170
80658;56;140;18290
80659;109;272;21980
80661;387;993;24500
80662;112;258;20580
80663;146;335;19580
80664;78;194;21750
80665;62;132;20710
80666;NULL;NULL;NULL
80667;52;133;21170
80668;65;162;25520
80669;133;354;21280
80670;216;507;24850
80671;83;226;20070
80672;262;627;22400
80673;74;163;21800
80674;1550;3436;22330
80675;53;143;22140
80676;70;147;22700
80677;723;1615;19700
80678;303;774;21080
80679;238;577;20760
80680;1300;2924;19450
80681;124;300;23470
80682;87;221;22600
80683;48;112;23680
80684;46;104;23060
80685;2575;5511;18510
80686;280;671;25040
80687;47;120;20840
80688;1320;2827;19720
80690;254;663;26800
80691;159;371;22310
80692;420;980;20830
81115;696;1359;17950
81116;815;2046;23360
81117;306;738;21800
81118;62;146;24410
81119;207;500;19980
81120;2894;6563;20680
81121;141;278;17020
81122;NULL;NULL;NULL
81123;NULL;NULL;NULL
81124;1095;2339;21110
81125;154;310;17500
81126;76;183;23800
81127;54;114;21750
81128;738;1612;20410
81129;99;224;20430
81130;831;1787;22510
81131;892;2241;23810
81132;388;901;20360
81133;190;477;23020
81134;NULL;NULL;NULL
81135;NULL;NULL;NULL
81136;88;152;22300
81137;NULL;NULL;NULL
81138;212;522;19940
81139;706;1619;21630
81140;5021;10676;22120
81141;62;149;19300
81142;360;893;21390
81143;277;761;21620
81144;1970;4571;22110
81145;2131;4770;21510
81146;107;229;19570
81147;464;1128;21170
81148;NULL;NULL;NULL
81149;178;454;23550
81150;154;395;27390
81151;56;144;22330
81152;120;282;22280
81154;NULL;NULL;NULL
81156;1513;3392;22910
81157;116;316;24010
81158;129;271;16040
81159;166;486;23710
81160;192;400;19850
81161;53;121;17350
81162;59;151;22990
81163;4790;9221;18910
81164;215;531;24290
81165;124;234;20650
81166;NULL;NULL;NULL
81167;NULL;NULL;NULL
81168;502;1032;20980
81169;NULL;NULL;NULL
81170;549;1163;21160
81171;595;1463;23090
81172;NULL;NULL;NULL
81173;109;296;25610
81174;232;582;20600
81175;152;368;20520
81176;NULL;NULL;NULL
81177;176;476;21850
81178;150;364;21870
81179;115;279;24160
81180;126;261;17320
81181;75;185;21720
81182;905;2021;19170
81183;86;190;18630
81184;NULL;NULL;NULL
81185;103;245;22440
81186;114;235;19560
81187;82;214;20340
81188;141;298;22140
81189;52;127;25560
81190;194;468;22110
81191;114;238;20660
81192;354;764;18730
81193;171;341;20650
81195;291;697;25100
81196;383;860;21100
81197;97;213;20310
81198;130;316;23470
81199;76;147;19980
81200;191;444;20660
81201;383;810;20060
81202;382;1014;23300
81203;218;480;18820
81204;981;2269;21650
81205;81;190;20550
81206;279;563;20430
81207;NULL;NULL;NULL
81208;209;547;24100
81209;1334;3020;21970
81210;105;266;20470
81211;200;492;22080
81212;54;128;21090
